r,g,b
0.13725491,0.62352943,0.5372549
0.007843138,0.8,0.6862745
0.003921569,0.827451,0.72156864
0.17254902,0.9764706,0.9647059
0.7137255,0.7372549,0.7372549
0.26666668,0.4509804,0.52156866
0.19215687,0.29411766,0.36862746
0.22745098,0.2627451,0.31764707
0.23137255,0.2627451,0.30588236
0.21568628,0.25490198,0.29411766
0.22352941,0.25490198,0.29803923
0.21960784,0.25490198,0.2901961
0.22352941,0.2509804,0.2901961
0.22745098,0.25490198,0.28627452
0.23529412,0.2627451,0.3019608
0.25490198,0.2901961,0.3254902
0.21176471,0.24705882,0.28235295
0.21960784,0.24705882,0.2784314
0.21176471,0.23921569,0.27058825
0.20392157,0.23921569,0.26666668
0.20784314,0.24313726,0.27058825
0.21176471,0.24705882,0.26666668
0.20784314,0.2509804,0.26666668
0.20784314,0.2509804,0.26666668
0.20392157,0.2509804,0.26666668
0.19215687,0.34509805,0.31764707
0.047058824,0.41960785,0.3019608
0.039215688,0.42745098,0.30588236
0.050980393,0.4509804,0.3254902
0.0,0.2784314,0.14901961
0.24705882,0.34117648,0.28627452
0.03137255,0.6,0.4862745
0.13333334,0.6509804,0.5686275
0.0,0.8117647,0.7019608
0.003921569,0.8392157,0.7372549
0.007843138,0.88235295,0.8
0.5686275,1.0,0.99607843
0.5137255,0.6156863,0.6156863
0.2,0.4117647,0.45490196
0.14117648,0.30980393,0.36862746
0.21960784,0.27450982,0.32156864
0.22745098,0.2627451,0.3019608
0.21960784,0.25882354,0.29411766
0.22352941,0.24705882,0.29411766
0.22352941,0.25882354,0.29411766
0.22352941,0.2509804,0.2901961
0.22745098,0.2627451,0.2901961
0.23921569,0.27450982,0.30980393
0.21960784,0.25490198,0.2901961
0.21568628,0.24313726,0.28235295
0.2,0.23529412,0.2627451
0.20784314,0.24313726,0.2784314
0.20784314,0.2509804,0.26666668
0.21568628,0.25882354,0.2784314
0.20392157,0.25490198,0.27058825
0.18039216,0.24705882,0.25882354
0.1882353,0.34509805,0.32156864
0.101960786,0.4117647,0.3254902
0.023529412,0.43137255,0.3137255
0.019607844,0.44313726,0.32156864
0.03529412,0.48235294,0.3529412
0.0,0.30980393,0.18039216
0.28235295,0.39215687,0.34509805
0.011764706,0.6627451,0.5529412
0.14117648,0.68235296,0.5921569
0.003921569,0.81960785,0.7254902
0.007843138,0.84313726,0.7411765
0.011764706,0.8666667,0.77254903
0.03529412,0.9607843,0.8901961
0.6156863,1.0,0.99607843
0.45490196,0.58431375,0.5921569
0.21176471,0.4117647,0.44313726
0.09019608,0.34509805,0.39607844
0.1764706,0.29411766,0.34901962
0.21176471,0.25882354,0.31764707
0.21960784,0.2509804,0.29411766
0.22352941,0.25882354,0.29411766
0.23137255,0.25882354,0.29803923
0.23529412,0.2627451,0.3019608
0.23921569,0.27450982,0.30980393
0.21960784,0.25490198,0.2901961
0.21568628,0.2509804,0.2784314
0.21176471,0.24705882,0.28235295
0.20392157,0.23921569,0.26666668
0.20392157,0.24705882,0.27058825
0.21960784,0.28627452,0.29803923
0.14117648,0.25490198,0.25490198
0.17254902,0.39215687,0.34509805
0.1254902,0.45882353,0.37254903
0.015686275,0.42352942,0.32156864
0.007843138,0.45882353,0.3372549
0.007843138,0.5137255,0.39215687
0.015686275,0.5803922,0.45882353
0.0,0.3647059,0.24705882
0.3137255,0.4392157,0.38039216
0.015686275,0.70980394,0.60784316
0.13333334,0.6901961,0.6039216
0.0,0.8235294,0.7176471
0.007843138,0.8392157,0.74509805
0.003921569,0.8627451,0.75686276
0.011764706,0.88235295,0.79607844
