r,g,b
0.16078432,0.21960784,0.2
0.1764706,0.22352941,0.21568628
0.16862746,0.22745098,0.20784314
0.17254902,0.21568628,0.2
0.16470589,0.21176471,0.19607843
0.16862746,0.21176471,0.19607843
0.16470589,0.21960784,0.2
0.16470589,0.22352941,0.20784314
0.16862746,0.22745098,0.21568628
0.16862746,0.23137255,0.21960784
0.16078432,0.21568628,0.20392157
0.1764706,0.21176471,0.2
0.18039216,0.23921569,0.21960784
0.16470589,0.23529412,0.21176471
0.18431373,0.23137255,0.21568628
0.1764706,0.24313726,0.21960784
0.18039216,0.25490198,0.23921569
0.1882353,0.27058825,0.24313726
0.19607843,0.29411766,0.27058825
0.19215687,0.30980393,0.2784314
0.2,0.29803923,0.27450982
0.1882353,0.29411766,0.26666668
0.16862746,0.2509804,0.23137255
0.039215688,0.09411765,0.09019608
0.0627451,0.09411765,0.09803922
0.078431375,0.09411765,0.105882354
0.09411765,0.10980392,0.12156863
0.09803922,0.10980392,0.12941177
0.17254902,0.18431373,0.20392157
0.16862746,0.18039216,0.20784314
0.16470589,0.1764706,0.19607843
0.20784314,0.21960784,0.24705882
0.015686275,0.36078432,0.2627451
0.015686275,0.35686275,0.25882354
0.015686275,0.34117648,0.2509804
0.015686275,0.3372549,0.23921569
0.015686275,0.32941177,0.23921569
0.011764706,0.32156864,0.22352941
0.015686275,0.32941177,0.23529412
0.015686275,0.33333334,0.23921569
0.015686275,0.33333334,0.24313726
0.019607844,0.33333334,0.24313726
0.007843138,0.3137255,0.21960784
0.015686275,0.31764707,0.22745098
0.011764706,0.31764707,0.22352941
0.019607844,0.32941177,0.23529412
0.011764706,0.3372549,0.23529412
0.011764706,0.34117648,0.2509804
0.019607844,0.36862746,0.2627451
0.019607844,0.38431373,0.29803923
0.015686275,0.41960785,0.31764707
0.015686275,0.42745098,0.34117648
0.015686275,0.44705883,0.3529412
0.019607844,0.42352942,0.3372549
0.019607844,0.38039216,0.29411766
0.0,0.1882353,0.13333334
0.02745098,0.11372549,0.101960786
0.078431375,0.09803922,0.10980392
0.09411765,0.105882354,0.1254902
0.09411765,0.11372549,0.12941177
0.17254902,0.18431373,0.21176471
0.16470589,0.1764706,0.19607843
0.17254902,0.17254902,0.20392157
0.21176471,0.22352941,0.24313726
0.0,0.54509807,0.41960785
0.0,0.53333336,0.4117647
0.0,0.5254902,0.4
0.0,0.49803922,0.3882353
0.0,0.4862745,0.37254903
0.0,0.47058824,0.36078432
0.0,0.46666667,0.36078432
0.003921569,0.4627451,0.36078432
0.007843138,0.46666667,0.3647059
0.0,0.46666667,0.3647059
0.003921569,0.46666667,0.37254903
0.0,0.47058824,0.3647059
0.007843138,0.49019608,0.3882353
0.007843138,0.5058824,0.4
0.007843138,0.5294118,0.41568628
0.003921569,0.54509807,0.42352942
0.011764706,0.56078434,0.42745098
0.0,0.57254905,0.4392157
0.007843138,0.5882353,0.4627451
0.003921569,0.60784316,0.48235294
0.0,0.6117647,0.49803922
0.0,0.60784316,0.49019608
0.015686275,0.5921569,0.48235294
0.0,0.22745098,0.16078432
0.03529412,0.1254902,0.10980392
0.09019608,0.105882354,0.12156863
0.09019608,0.10980392,0.12156863
0.09803922,0.10980392,0.12941177
0.1764706,0.1882353,0.20784314
0.16862746,0.18039216,0.20784314
0.16470589,0.1764706,0.19607843
0.21568628,0.22745098,0.25490198
0.0,0.5529412,0.44313726
0.0,0.54509807,0.41960785
0.0,0.5254902,0.40784314
0.003921569,0.50980395,0.4
0.02745098,0.4627451,0.3764706
0.07450981,0.4117647,0.34901962
0.12156863,0.3647059,0.3254902
0.14509805,0.33333334,0.30588236
0.16470589,0.32156864,0.3019608
0.17254902,0.3137255,0.29411766
0.17254902,0.33333334,0.30588236
0.1882353,0.37254903,0.34901962
0.14901961,0.43137255,0.38431373
0.078431375,0.4745098,0.40392157
0.0,0.53333336,0.42352942
0.007843138,0.5372549,0.42745098
0.007843138,0.5568628,0.42352942
0.007843138,0.5647059,0.4392157
0.003921569,0.58431375,0.4509804
0.011764706,0.60784316,0.49019608
0.0,0.6156863,0.49019608
0.003921569,0.6117647,0.49803922
0.011764706,0.5921569,0.48235294
0.0,0.25490198,0.18431373
0.043137256,0.14509805,0.12941177
0.09803922,0.11372549,0.12941177
0.09803922,0.10980392,0.12941177
0.09803922,0.11764706,0.12941177
0.1764706,0.1882353,0.21568628
0.16862746,0.18039216,0.2
0.17254902,0.17254902,0.20392157
0.21960784,0.23137255,0.2509804
0.0,0.5764706,0.46666667
0.05882353,0.5411765,0.45882353
0.2,0.53333336,0.47058824
0.23529412,0.3882353,0.36862746
0.1882353,0.25882354,0.25882354
0.17254902,0.21176471,0.22745098
0.15686275,0.18431373,0.2
0.16078432,0.18039216,0.20392157
0.15686275,0.1764706,0.2
0.15686275,0.1764706,0.2
0.15294118,0.17254902,0.19607843
0.13725491,0.15686275,0.1764706
0.14117648,0.16862746,0.19215687
0.23137255,0.25490198,0.27058825
0.27450982,0.36078432,0.3647059
0.14117648,0.4745098,0.41568628
0.0,0.54901963,0.43137255
0.003921569,0.56078434,0.43529412
0.007843138,0.5764706,0.45490196
0.015686275,0.59607846,0.47058824
0.003921569,0.6117647,0.49803922
0.003921569,0.6117647,0.49803922
0.02745098,0.59607846,0.49019608
0.019607844,0.26666668,0.19607843
0.050980393,0.14117648,0.1254902
0.101960786,0.11372549,0.13333334
0.09803922,0.10980392,0.12941177
0.10980392,0.12156863,0.14117648
0.1764706,0.1882353,0.20784314
0.16862746,0.18039216,0.20784314
0.16862746,0.18039216,0.2
0.21176471,0.22352941,0.2509804
0.28627452,0.6392157,0.5803922
0.24705882,0.4509804,0.43137255
0.17254902,0.25882354,0.2627451
0.16078432,0.2,0.21176471
0.16078432,0.1764706,0.2
0.16470589,0.1764706,0.2
0.16470589,0.1764706,0.2
0.16078432,0.17254902,0.19607843
0.15686275,0.16862746,0.19215687
0.15686275,0.16862746,0.19607843
0.14901961,0.16078432,0.18431373
0.15686275,0.15686275,0.1882353
0.14901961,0.16078432,0.18431373
0.14901961,0.15686275,0.18431373
0.14509805,0.16470589,0.18039216
0.18431373,0.24313726,0.25882354
0.2627451,0.40392157,0.3882353
0.05882353,0.53333336,0.4392157
0.0,0.57254905,0.44705883
0.011764706,0.58431375,0.46666667
0.007843138,0.60784316,0.49411765
0.003921569,0.6039216,0.49411765
0.019607844,0.5882353,0.48235294
0.015686275,0.24705882,0.18431373
0.047058824,0.13725491,0.1254902
0.09019608,0.10980392,0.12156863
0.09411765,0.10980392,0.12941177
0.10980392,0.1254902,0.14509805
0.17254902,0.18431373,0.20784314
0.16470589,0.1764706,0.19607843
0.1764706,0.1764706,0.20784314
0.21568628,0.22745098,0.24705882
0.18431373,0.34509805,0.32941177
0.15294118,0.21176471,0.21960784
0.16078432,0.18039216,0.2
0.16078432,0.1764706,0.2
0.15686275,0.16862746,0.19215687
0.16078432,0.17254902,0.2
0.16078432,0.17254902,0.19607843
0.15686275,0.16862746,0.19607843
0.15686275,0.16862746,0.19215687
0.15294118,0.16470589,0.1882353
0.14901961,0.16078432,0.18431373
0.14509805,0.15294118,0.18431373
0.14509805,0.15686275,0.18431373
0.14901961,0.16078432,0.18431373
0.14509805,0.15686275,0.18431373
0.15294118,0.16078432,0.18431373
0.16078432,0.18431373,0.20392157
0.23137255,0.37254903,0.36078432
0.11372549,0.5137255,0.43529412
0.003921569,0.5803922,0.4627451
0.007843138,0.59607846,0.48235294
0.007843138,0.6039216,0.49019608
0.007843138,0.57254905,0.4627451
0.011764706,0.24705882,0.19215687
0.039215688,0.12941177,0.12156863
0.09803922,0.11764706,0.13333334
0.101960786,0.11764706,0.13333334
0.10980392,0.1254902,0.14509805
0.17254902,0.19215687,0.21176471
0.16862746,0.18039216,0.20392157
0.17254902,0.18039216,0.20392157
0.21568628,0.22745098,0.2509804
0.15294118,0.2,0.21568628
0.15686275,0.17254902,0.19215687
0.15686275,0.16862746,0.19607843
0.15686275,0.16862746,0.19215687
0.16078432,0.17254902,0.19607843
0.16470589,0.1764706,0.19607843
0.16470589,0.17254902,0.19607843
0.16078432,0.17254902,0.19607843
0.16078432,0.17254902,0.19607843
0.16470589,0.17254902,0.19607843
0.15686275,0.16862746,0.19215687
0.15686275,0.16078432,0.19215687
0.14509805,0.15686275,0.1764706
0.14509805,0.15686275,0.18039216
0.15294118,0.16470589,0.18431373
0.15294118,0.16470589,0.1882353
0.14901961,0.16078432,0.18431373
0.16862746,0.16470589,0.19215687
0.20784314,0.34509805,0.3372549
0.09803922,0.53333336,0.45490196
0.011764706,0.58431375,0.47058824
0.007843138,0.5921569,0.47843137
0.011764706,0.56078434,0.45882353
0.011764706,0.23921569,0.18431373
0.039215688,0.12941177,0.12156863
