r,g,b
0.03137255,0.8901961,0.69411767
0.02745098,0.9098039,0.7058824
0.003921569,0.9098039,0.7058824
0.0,0.90588236,0.6901961
0.0,0.89411765,0.67058825
0.0,0.8901961,0.65882355
0.003921569,0.87058824,0.63529414
0.003921569,0.85490197,0.61960787
0.0,0.84705883,0.6156863
0.0,0.8392157,0.6156863
0.0,0.8392157,0.6156863
0.0,0.8392157,0.6156863
0.023529412,0.8352941,0.62352943
0.05882353,0.84313726,0.6392157
0.03137255,0.81960785,0.6156863
0.0,0.8235294,0.6039216
0.0,0.8156863,0.5882353
0.003921569,0.8156863,0.5803922
0.011764706,0.827451,0.5921569
0.007843138,0.84705883,0.6117647
0.0,0.85490197,0.61960787
0.0,0.85882354,0.61960787
0.0,0.8627451,0.62352943
0.0,0.8627451,0.61960787
0.0,0.8666667,0.62352943
0.0,0.8666667,0.627451
0.0,0.8745098,0.6313726
0.0,0.8745098,0.6313726
0.0,0.8666667,0.63529414
0.003921569,0.7411765,0.5019608
0.15294118,0.5529412,0.34117648
0.16470589,0.8117647,0.6156863
0.050980393,0.89411765,0.7019608
0.05882353,0.9098039,0.7019608
0.019607844,0.9098039,0.70980394
0.0,0.90588236,0.68235296
0.0,0.8862745,0.654902
0.003921569,0.8627451,0.627451
0.0,0.84705883,0.61960787
0.0,0.8509804,0.61960787
0.0,0.84705883,0.61960787
0.03137255,0.8392157,0.6313726
0.1882353,0.8666667,0.69411767
0.4392157,0.8666667,0.7372549
0.45882353,0.8117647,0.68235296
0.36862746,0.77254903,0.627451
0.24705882,0.74509805,0.5686275
0.14901961,0.7607843,0.5764706
0.07058824,0.7764706,0.5686275
0.023529412,0.78039217,0.57254905
0.003921569,0.7921569,0.5647059
0.011764706,0.8,0.57254905
0.011764706,0.8235294,0.5803922
0.015686275,0.84705883,0.6117647
0.007843138,0.85882354,0.61960787
0.0,0.85882354,0.6156863
0.003921569,0.8627451,0.6156863
0.0,0.87058824,0.61960787
0.0,0.8666667,0.627451
0.0,0.8666667,0.62352943
0.0,0.85882354,0.61960787
0.003921569,0.7137255,0.47058824
0.14117648,0.5372549,0.3254902
0.17254902,0.8117647,0.6117647
0.09803922,0.9019608,0.7019608
0.078431375,0.9137255,0.70980394
0.043137256,0.90588236,0.69803923
0.003921569,0.89411765,0.6745098
0.003921569,0.85882354,0.627451
0.0,0.85490197,0.62352943
0.0,0.85882354,0.6313726
0.039215688,0.84313726,0.6392157
0.3019608,0.84705883,0.70980394
0.7254902,0.9411765,0.8627451
0.7647059,0.84705883,0.79607844
0.6627451,0.8235294,0.7294118
0.5921569,0.7921569,0.6745098
0.54901963,0.7764706,0.64705884
0.6,0.8156863,0.6901961
0.6313726,0.84313726,0.7176471
0.5372549,0.7490196,0.62352943
0.43529412,0.67058825,0.5294118
0.24313726,0.6627451,0.49803922
0.07450981,0.7254902,0.5058824
0.02745098,0.75686276,0.5254902
0.02745098,0.8,0.5529412
0.023529412,0.827451,0.5764706
0.011764706,0.8509804,0.59607846
0.003921569,0.85882354,0.6039216
0.003921569,0.8627451,0.6117647
0.003921569,0.8627451,0.6117647
0.003921569,0.8627451,0.61960787
0.0,0.8627451,0.61960787
0.003921569,0.7137255,0.47058824
0.12156863,0.5294118,0.29803923
0.17254902,0.8039216,0.6
0.11372549,0.9019608,0.7058824
0.09019608,0.91764706,0.7176471
0.09019608,0.89411765,0.7019608
0.0,0.8666667,0.6431373
0.0,0.8627451,0.64705884
0.003921569,0.85490197,0.6392157
0.25490198,0.8156863,0.6666667
0.7294118,0.91764706,0.8352941
0.80784315,0.8235294,0.78039217
0.6901961,0.7137255,0.68235296
0.6156863,0.627451,0.6
0.5294118,0.53333336,0.5137255
0.4509804,0.47843137,0.44705883
0.29411766,0.33333334,0.29803923
0.22352941,0.3137255,0.27450982
0.23529412,0.34509805,0.2901961
0.34117648,0.5137255,0.42352942
0.49411765,0.7019608,0.6
0.5921569,0.80784315,0.68235296
0.4392157,0.65882355,0.52156866
0.21568628,0.61960787,0.43529412
0.08627451,0.69411767,0.4862745
0.050980393,0.7607843,0.53333336
0.039215688,0.8117647,0.5686275
0.019607844,0.8392157,0.5803922
0.007843138,0.8509804,0.5921569
0.003921569,0.85490197,0.60784316
0.003921569,0.8627451,0.6117647
0.0,0.85882354,0.6156863
0.003921569,0.7254902,0.48235294
0.1254902,0.5176471,0.3019608
0.18431373,0.80784315,0.59607846
0.13333334,0.90588236,0.7058824
0.12941177,0.9137255,0.72156864
0.13333334,0.8666667,0.67058825
0.05882353,0.85882354,0.65882355
0.20392157,0.8117647,0.63529414
0.6313726,0.7921569,0.7058824
0.7019608,0.73333335,0.69411767
0.6392157,0.63529414,0.6156863
0.6313726,0.61960787,0.6039216
0.64705884,0.63529414,0.61960787
0.654902,0.6431373,0.627451
0.65882355,0.64705884,0.627451
0.654902,0.6431373,0.6313726
0.654902,0.64705884,0.627451
0.6509804,0.6431373,0.627451
0.43137255,0.42745098,0.40392157
0.29411766,0.30588236,0.2784314
0.21568628,0.31764707,0.25882354
0.24313726,0.42745098,0.34509805
0.4862745,0.70980394,0.5921569
0.5372549,0.7647059,0.6313726
0.32941177,0.5921569,0.44313726
0.14509805,0.62352943,0.44705883
0.07450981,0.7372549,0.5137255
0.039215688,0.8039216,0.54901963
0.019607844,0.827451,0.57254905
0.023529412,0.84705883,0.5882353
0.003921569,0.85490197,0.60784316
0.0,0.85490197,0.6117647
0.003921569,0.72156864,0.47843137
0.11372549,0.5176471,0.29803923
0.20392157,0.79607844,0.5882353
0.18039216,0.9019608,0.7176471
0.2,0.8980392,0.7019608
0.2509804,0.85490197,0.6784314
0.4862745,0.7921569,0.6666667
0.59607846,0.6901961,0.6431373
0.627451,0.63529414,0.60784316
0.6509804,0.63529414,0.61960787
0.65882355,0.6431373,0.627451
0.6627451,0.64705884,0.6313726
0.6666667,0.64705884,0.63529414
0.6627451,0.6509804,0.6313726
0.6627451,0.6431373,0.6313726
0.6509804,0.6392157,0.61960787
0.6431373,0.627451,0.6117647
0.6392157,0.62352943,0.60784316
0.6156863,0.59607846,0.58431375
0.5254902,0.5137255,0.49411765
0.4117647,0.41960785,0.39215687
0.22745098,0.29803923,0.2509804
0.20392157,0.35686275,0.29411766
0.34901962,0.5411765,0.4509804
0.5294118,0.7529412,0.6313726
0.32941177,0.6039216,0.4627451
0.14901961,0.5921569,0.40784314
0.08627451,0.73333335,0.50980395
0.019607844,0.7921569,0.5411765
0.019607844,0.8235294,0.5647059
0.015686275,0.84313726,0.58431375
0.007843138,0.84705883,0.6117647
0.003921569,0.72156864,0.48235294
0.10980392,0.5019608,0.28627452
0.20784314,0.7921569,0.5803922
0.25490198,0.8980392,0.7254902
0.30588236,0.88235295,0.70980394
0.5137255,0.77254903,0.65882355
0.5882353,0.6392157,0.59607846
0.63529414,0.6156863,0.6039216
0.64705884,0.6313726,0.6156863
0.6509804,0.6392157,0.62352943
0.65882355,0.6431373,0.627451
0.6627451,0.64705884,0.63529414
0.654902,0.6431373,0.627451
0.6509804,0.6392157,0.62352943
0.64705884,0.6313726,0.6156863
0.6313726,0.6156863,0.59607846
0.6313726,0.61960787,0.6
0.62352943,0.60784316,0.5921569
0.58431375,0.5686275,0.5529412
0.5372549,0.52156866,0.5019608
0.53333336,0.5137255,0.49803922
0.4862745,0.4862745,0.4627451
0.2627451,0.30980393,0.27450982
0.16470589,0.3019608,0.2509804
0.28235295,0.4862745,0.39215687
0.5058824,0.73333335,0.6117647
0.3137255,0.58431375,0.43529412
0.16470589,0.6,0.4117647
0.078431375,0.7372549,0.5137255
0.011764706,0.7882353,0.5411765
0.02745098,0.8156863,0.5686275
0.015686275,0.8392157,0.5921569
0.003921569,0.7254902,0.49411765
0.09803922,0.49803922,0.2901961
0.21176471,0.7921569,0.58431375
0.34901962,0.9019608,0.74509805
0.49019608,0.75686276,0.6509804
0.5686275,0.6117647,0.5647059
0.6156863,0.6039216,0.5882353
0.62352943,0.60784316,0.59607846
0.627451,0.6156863,0.6
0.6392157,0.62352943,0.60784316
0.64705884,0.63529414,0.61960787
0.64705884,0.63529414,0.61960787
0.6509804,0.63529414,0.61960787
0.6431373,0.627451,0.6117647
0.63529414,0.61960787,0.6039216
0.63529414,0.61960787,0.6039216
0.63529414,0.61960787,0.6039216
0.62352943,0.6117647,0.59607846
0.57254905,0.5568628,0.5411765
0.5372549,0.52156866,0.5058824
0.5294118,0.50980395,0.49411765
0.5176471,0.5019608,0.4862745
0.49803922,0.49019608,0.47058824
0.2784314,0.32941177,0.29803923
0.13725491,0.2784314,0.21960784
0.31764707,0.52156866,0.41960785
0.5137255,0.7254902,0.5921569
0.25490198,0.5372549,0.3764706
0.16470589,0.6509804,0.45490196
0.019607844,0.7490196,0.5176471
0.019607844,0.78431374,0.5372549
0.03137255,0.8235294,0.5764706
0.003921569,0.7294118,0.5019608
0.08235294,0.49019608,0.28627452
0.22745098,0.78431374,0.58431375
0.44705883,0.7921569,0.67058825
0.5647059,0.5921569,0.5529412
0.6039216,0.5882353,0.57254905
0.6039216,0.5882353,0.5686275
0.6117647,0.5921569,0.5803922
0.61960787,0.6,0.5882353
0.63529414,0.61960787,0.6039216
0.6431373,0.627451,0.6117647
0.64705884,0.6313726,0.6156863
0.64705884,0.6313726,0.6156863
0.63529414,0.62352943,0.6039216
0.63529414,0.6156863,0.6
0.63529414,0.62352943,0.6039216
0.6392157,0.61960787,0.60784316
0.60784316,0.59607846,0.5764706
0.5686275,0.5529412,0.5372549
0.5568628,0.5411765,0.5254902
0.5254902,0.50980395,0.49019608
0.52156866,0.5058824,0.4862745
0.5176471,0.5019608,0.48235294
0.5176471,0.5058824,0.49019608
0.23921569,0.29411766,0.25882354
0.14509805,0.3019608,0.22352941
0.4,0.60784316,0.4862745
0.4627451,0.6862745,0.5372549
0.19607843,0.5372549,0.3647059
0.078431375,0.7058824,0.48235294
0.011764706,0.7607843,0.5019608
0.03529412,0.79607844,0.54509807
0.007843138,0.7176471,0.4862745
0.08627451,0.49019608,0.29411766
0.24705882,0.76862746,0.58431375
0.52156866,0.6117647,0.54901963
0.5882353,0.5764706,0.56078434
0.5921569,0.5764706,0.5568628
