r,g,b
0.039215688,0.5411765,0.4509804
0.21568628,0.3764706,0.34509805
0.007843138,0.7294118,0.60784316
0.015686275,0.7137255,0.5921569
0.015686275,0.7137255,0.5882353
0.007843138,0.6901961,0.5686275
0.011764706,0.6862745,0.5647059
0.0,0.6431373,0.5294118
0.0,0.6156863,0.5058824
0.0,0.5882353,0.48235294
0.0,0.54509807,0.4509804
0.0,0.49803922,0.4
0.003921569,0.47058824,0.38039216
0.023529412,0.40784314,0.32156864
0.043137256,0.35686275,0.2901961
0.08235294,0.3372549,0.28235295
0.09411765,0.2901961,0.25490198
0.09019608,0.2627451,0.23529412
0.09411765,0.26666668,0.23921569
0.07058824,0.2627451,0.22745098
0.047058824,0.2627451,0.21176471
0.047058824,0.3019608,0.23529412
0.039215688,0.3137255,0.24705882
0.023529412,0.2901961,0.22352941
0.02745098,0.3137255,0.23529412
0.03529412,0.35686275,0.26666668
0.03137255,0.37254903,0.27450982
0.02745098,0.39215687,0.2901961
0.02745098,0.41568628,0.3019608
0.023529412,0.42745098,0.29803923
0.011764706,0.41960785,0.30588236
0.011764706,0.4,0.3019608
0.043137256,0.54509807,0.45490196
0.21960784,0.3764706,0.34117648
0.0,0.7137255,0.6
0.0,0.69803923,0.57254905
0.0,0.69411767,0.57254905
0.003921569,0.6784314,0.5568628
0.003921569,0.6509804,0.5372549
0.0,0.62352943,0.5058824
0.0,0.59607846,0.4745098
0.0,0.5686275,0.4509804
0.003921569,0.5411765,0.42745098
0.007843138,0.5019608,0.40784314
0.07450981,0.4509804,0.3764706
0.16470589,0.34117648,0.32156864
0.1764706,0.23921569,0.23921569
0.16078432,0.19607843,0.21568628
0.15686275,0.19607843,0.20392157
0.15686275,0.18431373,0.20784314
0.15294118,0.19215687,0.2
0.14509805,0.18039216,0.2
0.2,0.23921569,0.2509804
0.20392157,0.25882354,0.27450982
0.16078432,0.3137255,0.3019608
0.07450981,0.3764706,0.32156864
0.011764706,0.40784314,0.3137255
0.023529412,0.44313726,0.3372549
0.043137256,0.49019608,0.3882353
0.03137255,0.5411765,0.41568628
0.023529412,0.5803922,0.45490196
0.011764706,0.60784316,0.47843137
0.015686275,0.63529414,0.50980395
0.007843138,0.6431373,0.50980395
0.039215688,0.5411765,0.44313726
0.21176471,0.38431373,0.34901962
0.0,0.70980394,0.5882353
0.003921569,0.69411767,0.57254905
0.0,0.6901961,0.5686275
0.0,0.65882355,0.5372549
0.0,0.62352943,0.5058824
0.003921569,0.6,0.47843137
0.003921569,0.5647059,0.44313726
0.011764706,0.5372549,0.42745098
0.047058824,0.46666667,0.3764706
0.12156863,0.2901961,0.25490198
0.18039216,0.2,0.22352941
0.19215687,0.21176471,0.22745098
0.1882353,0.20784314,0.23137255
0.18039216,0.21176471,0.22352941
0.18039216,0.2,0.22352941
0.18039216,0.2,0.21568628
0.1882353,0.20784314,0.23137255
0.18039216,0.2,0.21568628
0.1764706,0.19607843,0.21960784
0.16470589,0.19607843,0.20784314
