r,g,b
0.29411766,0.50980395,0.5372549
0.26666668,0.5137255,0.5411765
0.25490198,0.5019608,0.5294118
0.2627451,0.50980395,0.5372549
0.25882354,0.5058824,0.53333336
0.25490198,0.49803922,0.5294118
0.26666668,0.5058824,0.5372549
0.26666668,0.49019608,0.5254902
0.2784314,0.49019608,0.5254902
0.2784314,0.4862745,0.5176471
0.28235295,0.48235294,0.5176471
0.2784314,0.47843137,0.5137255
0.28627452,0.4745098,0.5137255
0.28235295,0.4745098,0.5019608
0.28235295,0.4745098,0.5019608
0.27058825,0.4627451,0.49019608
0.26666668,0.45882353,0.4862745
0.25490198,0.44705883,0.4745098
0.2627451,0.45490196,0.48235294
0.2627451,0.45490196,0.4745098
0.25490198,0.44705883,0.4745098
0.25490198,0.44705883,0.47058824
0.25490198,0.44705883,0.4745098
0.2509804,0.44313726,0.47058824
0.2509804,0.43529412,0.46666667
0.2509804,0.42745098,0.45882353
0.24313726,0.42745098,0.4509804
0.23529412,0.41960785,0.4509804
0.23529412,0.41960785,0.44313726
0.23529412,0.4117647,0.43529412
0.22745098,0.4117647,0.43529412
0.16470589,0.33333334,0.35686275
0.30588236,0.7294118,0.70980394
0.23529412,0.7529412,0.70980394
0.23921569,0.75686276,0.7137255
0.23921569,0.75686276,0.7137255
0.24313726,0.74509805,0.70980394
0.24705882,0.7529412,0.7058824
0.24705882,0.7372549,0.69803923
0.2509804,0.7294118,0.6862745
0.25490198,0.7254902,0.6862745
0.25882354,0.72156864,0.6862745
0.25882354,0.72156864,0.68235296
0.26666668,0.7137255,0.6862745
0.26666668,0.7019608,0.67058825
0.27058825,0.69411767,0.6666667
0.26666668,0.69803923,0.6627451
0.2627451,0.6862745,0.65882355
0.24705882,0.6862745,0.64705884
0.25882354,0.69411767,0.6627451
0.2509804,0.69803923,0.65882355
0.25490198,0.7019608,0.6666667
0.24705882,0.7019608,0.6627451
0.23529412,0.7058824,0.6666667
0.21960784,0.72156864,0.6745098
0.20392157,0.7372549,0.6862745
0.1764706,0.74509805,0.6862745
0.16078432,0.75686276,0.6901961
0.14509805,0.7490196,0.6862745
0.13725491,0.7529412,0.6862745
0.14117648,0.7490196,0.6862745
0.12156863,0.7294118,0.6666667
0.1254902,0.73333335,0.67058825
0.003921569,0.4392157,0.39607844
0.29411766,0.72156864,0.7019608
0.22352941,0.73333335,0.69411767
0.21960784,0.7372549,0.69411767
0.21960784,0.7294118,0.6901961
0.22352941,0.7254902,0.6901961
0.22352941,0.7176471,0.6784314
0.22352941,0.70980394,0.67058825
0.22745098,0.7058824,0.6627451
0.23137255,0.7019608,0.65882355
0.22745098,0.69803923,0.654902
0.23137255,0.69411767,0.6509804
0.23529412,0.68235296,0.64705884
0.23921569,0.67058825,0.6392157
0.23921569,0.6627451,0.6313726
0.25490198,0.6509804,0.627451
0.23921569,0.64705884,0.61960787
0.21176471,0.6509804,0.6039216
0.18039216,0.654902,0.59607846
0.16862746,0.65882355,0.59607846
0.14509805,0.6666667,0.5921569
0.14901961,0.68235296,0.6117647
0.10980392,0.69411767,0.6156863
0.09803922,0.7058824,0.6313726
0.09803922,0.7058824,0.6392157
0.101960786,0.70980394,0.64705884
0.101960786,0.7137255,0.6509804
0.09019608,0.7176471,0.64705884
0.09019608,0.72156864,0.65882355
0.09019608,0.7176471,0.64705884
0.09019608,0.7176471,0.654902
0.09803922,0.73333335,0.65882355
0.003921569,0.4509804,0.40784314
0.29803923,0.72156864,0.7019608
0.21960784,0.7372549,0.69411767
0.22352941,0.73333335,0.69411767
0.21960784,0.7294118,0.68235296
0.22745098,0.72156864,0.6862745
0.22352941,0.7176471,0.6784314
0.22745098,0.7137255,0.67058825
