r,g,b
0.0,0.78431374,0.54509807
0.003921569,0.78039217,0.54901963
0.0,0.78039217,0.54509807
0.0,0.78431374,0.54901963
0.0,0.7921569,0.5529412
0.0,0.7882353,0.56078434
0.0,0.7882353,0.56078434
0.0,0.78431374,0.5568628
0.0,0.78431374,0.5568628
0.0,0.78039217,0.5568628
0.0,0.78039217,0.56078434
0.0,0.78039217,0.5568628
0.0,0.7764706,0.56078434
0.0,0.7529412,0.5411765
0.0,0.74509805,0.5372549
0.0,0.7294118,0.5176471
0.0,0.72156864,0.5137255
0.0,0.7137255,0.5019608
0.0,0.7019608,0.4862745
0.007843138,0.7019608,0.49019608
0.003921569,0.70980394,0.5019608
0.0,0.70980394,0.49411765
0.0,0.7058824,0.4862745
0.007843138,0.70980394,0.49411765
0.003921569,0.7058824,0.49019608
0.007843138,0.7176471,0.5019608
0.007843138,0.7254902,0.50980395
0.047058824,0.7529412,0.54509807
0.007843138,0.4392157,0.2509804
0.19215687,0.5568628,0.39215687
0.050980393,0.7058824,0.49411765
0.007843138,0.7294118,0.5019608
0.0,0.7882353,0.56078434
0.0,0.7921569,0.5529412
0.003921569,0.7921569,0.5647059
0.0,0.79607844,0.5568628
0.003921569,0.79607844,0.5686275
0.0,0.79607844,0.5647059
0.0,0.8,0.5803922
0.0,0.80784315,0.6
0.015686275,0.80784315,0.6039216
0.0627451,0.7882353,0.5921569
0.19215687,0.77254903,0.5882353
0.38431373,0.73333335,0.58431375
0.4627451,0.6901961,0.56078434
0.46666667,0.65882355,0.5411765
0.45490196,0.6431373,0.50980395
0.40392157,0.6156863,0.48235294
0.22352941,0.61960787,0.4627451
0.09803922,0.64705884,0.47058824
0.023529412,0.67058825,0.47058824
0.011764706,0.6745098,0.4745098
0.011764706,0.6862745,0.4745098
0.015686275,0.69411767,0.4862745
0.007843138,0.6901961,0.47843137
0.007843138,0.6901961,0.47843137
0.011764706,0.69803923,0.48235294
0.007843138,0.70980394,0.49411765
0.011764706,0.72156864,0.5137255
0.050980393,0.75686276,0.54509807
0.003921569,0.4,0.21960784
0.16078432,0.5803922,0.41568628
0.05490196,0.70980394,0.5058824
0.003921569,0.7372549,0.5058824
0.0,0.7921569,0.5647059
0.003921569,0.7921569,0.5647059
0.0,0.79607844,0.5647059
0.0,0.8,0.5764706
0.0,0.8039216,0.58431375
0.003921569,0.81960785,0.60784316
0.047058824,0.80784315,0.6156863
0.22352941,0.7764706,0.6156863
0.5019608,0.7882353,0.67058825
0.78431374,0.8901961,0.8039216
0.827451,0.8901961,0.8117647
0.7882353,0.85882354,0.77254903
0.6745098,0.7607843,0.6784314
0.5803922,0.6901961,0.6039216
0.5529412,0.6666667,0.5803922
0.54901963,0.6666667,0.57254905
0.56078434,0.6862745,0.59607846
0.49019608,0.65882355,0.5411765
0.3372549,0.5529412,0.42745098
0.18039216,0.54509807,0.38039216
0.07058824,0.60784316,0.42352942
