r,g,b
0.023529412,0.2,0.13725491
0.09411765,0.18431373,0.15294118
0.14117648,0.32156864,0.27058825
0.101960786,0.34901962,0.27450982
0.09019608,0.34901962,0.27058825
0.101960786,0.3647059,0.28627452
0.09411765,0.37254903,0.29411766
0.09019608,0.37254903,0.29411766
0.09803922,0.38039216,0.3019608
0.09803922,0.38431373,0.30588236
0.09411765,0.38039216,0.3019608
0.101960786,0.3882353,0.30980393
0.09019608,0.3764706,0.29803923
0.09411765,0.38039216,0.3019608
0.078431375,0.3764706,0.29803923
0.09411765,0.35686275,0.28627452
0.09019608,0.3529412,0.28235295
0.09411765,0.34117648,0.26666668
0.09019608,0.3372549,0.27058825
0.08627451,0.33333334,0.26666668
0.08627451,0.3254902,0.2627451
0.08235294,0.32156864,0.2509804
0.08627451,0.31764707,0.25490198
0.09411765,0.32156864,0.25490198
0.09019608,0.3137255,0.24705882
0.09019608,0.3137255,0.24705882
0.09019608,0.3137255,0.24705882
0.09019608,0.31764707,0.25882354
0.08627451,0.31764707,0.24705882
0.101960786,0.32941177,0.27058825
0.09019608,0.34901962,0.2784314
0.09803922,0.35686275,0.2784314
0.0,0.101960786,0.06666667
0.011764706,0.09019608,0.05490196
0.007843138,0.11372549,0.078431375
0.0,0.12941177,0.07450981
0.003921569,0.1254902,0.08235294
0.003921569,0.13333334,0.08235294
0.003921569,0.12941177,0.078431375
0.0,0.13725491,0.08627451
0.0,0.14509805,0.09411765
0.0,0.13725491,0.09411765
0.0,0.13725491,0.08627451
0.0,0.12941177,0.09019608
0.0,0.14117648,0.078431375
0.003921569,0.12941177,0.09019608
0.003921569,0.12941177,0.08235294
0.0,0.12156863,0.08627451
0.003921569,0.13333334,0.08627451
0.0,0.12941177,0.09019608
0.007843138,0.1254902,0.08235294
0.0,0.11764706,0.08235294
0.003921569,0.105882354,0.0627451
0.003921569,0.10980392,0.07058824
0.003921569,0.101960786,0.06666667
0.003921569,0.101960786,0.07058824
0.003921569,0.105882354,0.07058824
0.0,0.10980392,0.07058824
0.0,0.105882354,0.07450981
0.0,0.105882354,0.07450981
0.003921569,0.09803922,0.07450981
0.003921569,0.105882354,0.06666667
0.003921569,0.10980392,0.078431375
0.003921569,0.12156863,0.07058824
0.0,0.28627452,0.1882353
0.09411765,0.22745098,0.18431373
0.07450981,0.4509804,0.3647059
0.03137255,0.4745098,0.3647059
0.03137255,0.49411765,0.3764706
0.03137255,0.49803922,0.3882353
0.03137255,0.5058824,0.39607844
0.02745098,0.5137255,0.4
0.03137255,0.5254902,0.4117647
0.03137255,0.53333336,0.41960785
0.02745098,0.53333336,0.42745098
0.02745098,0.5411765,0.4392157
0.02745098,0.5411765,0.4392157
0.02745098,0.5411765,0.4392157
0.02745098,0.5372549,0.43529412
0.023529412,0.5294118,0.41960785
0.023529412,0.52156866,0.41568628
0.015686275,0.5058824,0.39215687
0.02745098,0.5058824,0.39607844
0.015686275,0.48235294,0.37254903
0.02745098,0.4745098,0.37254903
0.023529412,0.45882353,0.36078432
0.02745098,0.4509804,0.35686275
0.023529412,0.4392157,0.34117648
0.02745098,0.4392157,0.34117648
0.02745098,0.42745098,0.33333334
0.02745098,0.42745098,0.33333334
0.03529412,0.43137255,0.3372549
0.02745098,0.42352942,0.32941177
0.03137255,0.42745098,0.33333334
0.03529412,0.4392157,0.33333334
0.039215688,0.45882353,0.35686275
0.0,0.27450982,0.18431373
0.09019608,0.21568628,0.16470589
0.05490196,0.41568628,0.33333334
0.007843138,0.4509804,0.33333334
0.007843138,0.45490196,0.3529412
0.007843138,0.47058824,0.35686275
0.011764706,0.48235294,0.37254903
0.003921569,0.49019608,0.3764706
0.007843138,0.49803922,0.38431373
0.007843138,0.5019608,0.39607844
0.007843138,0.5137255,0.40784314
0.007843138,0.50980395,0.41960785
0.0,0.5137255,0.4117647
0.003921569,0.5176471,0.42352942
0.0,0.50980395,0.40784314
0.0,0.5019608,0.40392157
0.0,0.49411765,0.38039216
0.003921569,0.4862745,0.38431373
0.003921569,0.47058824,0.3647059
0.003921569,0.4509804,0.3529412
0.0,0.43529412,0.3372549
0.003921569,0.42745098,0.33333334
0.003921569,0.41568628,0.31764707
0.011764706,0.40392157,0.30980393
0.007843138,0.39607844,0.3019608
0.003921569,0.39607844,0.29803923
0.003921569,0.3882353,0.29803923
0.003921569,0.3882353,0.2901961
0.007843138,0.39215687,0.3019608
0.007843138,0.40392157,0.3019608
0.011764706,0.40784314,0.3137255
0.015686275,0.41960785,0.3137255
0.0,0.27450982,0.18039216
0.06666667,0.2,0.15686275
0.07450981,0.4,0.32941177
0.015686275,0.44313726,0.3372549
0.007843138,0.45882353,0.34509805
0.003921569,0.46666667,0.35686275
0.003921569,0.47843137,0.36862746
0.003921569,0.4862745,0.3764706
0.003921569,0.49411765,0.38431373
0.003921569,0.5019608,0.39607844
0.007843138,0.5058824,0.4117647
0.007843138,0.50980395,0.41960785
0.015686275,0.50980395,0.42352942
0.019607844,0.49019608,0.4117647
0.047058824,0.46666667,0.40784314
0.07058824,0.4392157,0.39215687
0.08235294,0.43529412,0.3764706
0.0627451,0.43137255,0.38431373
0.05490196,0.42745098,0.36078432
0.019607844,0.41568628,0.33333334
0.011764706,0.40392157,0.32156864
0.007843138,0.39215687,0.30588236
0.011764706,0.3882353,0.29411766
0.011764706,0.38039216,0.29411766
0.007843138,0.3764706,0.28627452
0.007843138,0.36862746,0.2784314
0.003921569,0.3647059,0.2784314
0.015686275,0.3764706,0.29411766
0.007843138,0.3764706,0.28235295
0.019607844,0.3882353,0.29411766
0.007843138,0.39215687,0.29411766
0.0,0.39607844,0.29411766
0.0,0.27058825,0.18039216
0.0627451,0.1882353,0.14117648
0.078431375,0.3882353,0.32156864
0.007843138,0.43529412,0.3254902
0.007843138,0.44705883,0.3372549
0.007843138,0.4627451,0.34901962
0.007843138,0.4745098,0.3647059
0.003921569,0.48235294,0.37254903
0.007843138,0.49019608,0.39215687
0.02745098,0.48235294,0.40392157
0.047058824,0.43137255,0.3764706
0.27058825,0.5137255,0.49019608
0.49019608,0.62352943,0.6156863
0.5411765,0.654902,0.6627451
0.6039216,0.7019608,0.7176471
0.6117647,0.7019608,0.7254902
0.57254905,0.6627451,0.6745098
0.49019608,0.5803922,0.6039216
0.4392157,0.53333336,0.5411765
0.24705882,0.3529412,0.35686275
0.09019608,0.2509804,0.22745098
0.08627451,0.3137255,0.27450982
0.039215688,0.33333334,0.25882354
0.023529412,0.34117648,0.26666668
0.019607844,0.34509805,0.27058825
0.011764706,0.34117648,0.2627451
0.011764706,0.34117648,0.2627451
0.007843138,0.3529412,0.27058825
0.015686275,0.36078432,0.27450982
0.015686275,0.36862746,0.27450982
0.007843138,0.3764706,0.2784314
0.007843138,0.3882353,0.28627452
0.003921569,0.26666668,0.1764706
0.07058824,0.1882353,0.13725491
0.07450981,0.36862746,0.3019608
0.011764706,0.42352942,0.3137255
0.007843138,0.4392157,0.32941177
0.007843138,0.45490196,0.34509805
0.007843138,0.4627451,0.3647059
0.02745098,0.45882353,0.38039216
0.101960786,0.44705883,0.39607844
0.43529412,0.6509804,0.6313726
0.69803923,0.8352941,0.8392157
0.7647059,0.84313726,0.85882354
0.80784315,0.8509804,0.8784314
0.79607844,0.8352941,0.87058824
0.7921569,0.8235294,0.8627451
0.7882353,0.8156863,0.85882354
0.7921569,0.8235294,0.8627451
0.78431374,0.81960785,0.85882354
0.7882353,0.8235294,0.8627451
0.7529412,0.7921569,0.827451
0.6627451,0.7176471,0.74509805
0.3882353,0.4745098,0.49411765
0.10980392,0.23921569,0.23137255
0.078431375,0.25882354,0.23137255
0.047058824,0.2784314,0.23529412
0.019607844,0.29803923,0.23529412
0.023529412,0.32156864,0.2509804
0.011764706,0.31764707,0.24705882
0.015686275,0.3372549,0.25490198
0.019607844,0.3529412,0.2627451
0.011764706,0.3647059,0.26666668
0.011764706,0.37254903,0.27450982
0.003921569,0.25490198,0.16470589
0.06666667,0.18039216,0.13333334
0.078431375,0.34901962,0.28235295
0.011764706,0.40392157,0.3019608
0.015686275,0.42745098,0.32941177
0.015686275,0.4392157,0.34509805
0.043137256,0.4117647,0.34901962
0.3254902,0.5882353,0.5568628
0.69803923,0.8509804,0.8509804
0.79607844,0.8666667,0.8901961
0.79607844,0.83137256,0.8666667
0.7882353,0.8156863,0.85882354
0.78039217,0.8156863,0.85490197
0.77254903,0.8117647,0.85490197
0.7764706,0.8117647,0.85490197
0.77254903,0.8039216,0.8509804
0.77254903,0.80784315,0.8509804
0.7647059,0.8039216,0.8509804
