r,g,b
0.0,0.38431373,0.27058825
0.0,0.34901962,0.25882354
0.0,0.31764707,0.23529412
0.0,0.27450982,0.20784314
0.023529412,0.25882354,0.21176471
0.40392157,0.5529412,0.53333336
0.7137255,0.7921569,0.79607844
0.76862746,0.80784315,0.83137256
0.7764706,0.8,0.83137256
0.78039217,0.79607844,0.83137256
0.7764706,0.79607844,0.8352941
0.77254903,0.8,0.83137256
0.78039217,0.79607844,0.83137256
0.7764706,0.8039216,0.8352941
0.78431374,0.8,0.8352941
0.78431374,0.8,0.8352941
0.78431374,0.8,0.8352941
0.7764706,0.8039216,0.8352941
0.78039217,0.80784315,0.84705883
0.7882353,0.8156863,0.84705883
0.7764706,0.8117647,0.84705883
0.4117647,0.5803922,0.5764706
0.0627451,0.42352942,0.3647059
0.007843138,0.4627451,0.36862746
0.0,0.47843137,0.3647059
0.011764706,0.4745098,0.36078432
0.0,0.3529412,0.24705882
0.0,0.16862746,0.11372549
0.18039216,0.22352941,0.23137255
0.05882353,0.08627451,0.11764706
0.078431375,0.09803922,0.11372549
0.078431375,0.09803922,0.10980392
0.0,0.40392157,0.29411766
0.0,0.3764706,0.27450982
0.0,0.34901962,0.26666668
0.0,0.31764707,0.24313726
0.0,0.28235295,0.21960784
0.0,0.2627451,0.20784314
0.16470589,0.41568628,0.3764706
0.52156866,0.69803923,0.6745098
0.7176471,0.80784315,0.8039216
0.7764706,0.80784315,0.83137256
0.7764706,0.8039216,0.8352941
0.78039217,0.79607844,0.83137256
0.7764706,0.8039216,0.8352941
0.78039217,0.79607844,0.83137256
0.7764706,0.8039216,0.827451
0.7882353,0.8039216,0.8392157
0.78039217,0.80784315,0.83137256
0.7921569,0.80784315,0.84313726
0.77254903,0.8156863,0.8392157
0.5764706,0.7176471,0.7176471
0.105882354,0.4862745,0.42745098
0.007843138,0.43137255,0.34901962
0.003921569,0.45882353,0.36078432
0.003921569,0.4745098,0.36862746
0.003921569,0.47843137,0.37254903
0.011764706,0.4745098,0.3647059
0.0,0.34509805,0.25490198
0.0,0.16470589,0.105882354
0.17254902,0.21176471,0.21960784
0.05490196,0.08235294,0.105882354
0.07450981,0.08627451,0.105882354
0.07450981,0.09411765,0.105882354
0.0,0.42745098,0.31764707
0.0,0.40784314,0.30588236
0.0,0.38431373,0.2784314
0.0,0.3529412,0.26666668
0.0,0.32156864,0.25490198
0.0,0.30980393,0.2509804
0.0,0.29803923,0.24705882
0.0,0.28235295,0.23529412
0.09411765,0.3882353,0.34117648
0.37254903,0.6509804,0.60784316
0.5254902,0.7647059,0.73333335
0.67058825,0.827451,0.8039216
0.7294118,0.83137256,0.8352941
0.73333335,0.8352941,0.8392157
0.7294118,0.83137256,0.8352941
0.6901961,0.8156863,0.8235294
0.6039216,0.75686276,0.7529412
0.3882353,0.68235296,0.654902
0.05882353,0.47058824,0.41568628
0.0,0.40784314,0.3372549
0.0,0.4392157,0.36078432
0.003921569,0.4509804,0.36078432
0.003921569,0.47058824,0.36862746
0.003921569,0.4862745,0.3764706
0.003921569,0.4862745,0.3764706
0.011764706,0.48235294,0.3764706
0.0,0.3529412,0.2627451
0.0,0.16862746,0.12156863
0.16078432,0.20784314,0.20784314
0.0627451,0.08235294,0.105882354
0.07058824,0.09019608,0.105882354
0.07450981,0.09411765,0.10980392
0.0,0.43529412,0.33333334
0.0,0.42745098,0.32156864
0.0,0.41568628,0.32156864
0.0,0.38431373,0.3019608
0.003921569,0.3529412,0.28627452
0.0,0.34117648,0.27450982
0.007843138,0.32156864,0.26666668
0.003921569,0.30980393,0.25882354
0.02745098,0.33333334,0.28235295
0.015686275,0.3254902,0.2784314
0.003921569,0.3254902,0.27058825
0.003921569,0.31764707,0.2627451
0.0,0.35686275,0.29803923
0.019607844,0.39215687,0.3372549
0.003921569,0.3882353,0.32941177
0.0,0.3647059,0.31764707
0.0,0.4,0.33333334
0.019607844,0.4,0.34117648
0.011764706,0.40784314,0.3372549
0.019607844,0.42352942,0.35686275
0.011764706,0.44705883,0.3529412
0.023529412,0.45882353,0.3647059
0.019607844,0.47058824,0.36862746
0.023529412,0.48235294,0.38039216
0.02745098,0.49019608,0.38431373
0.02745098,0.47843137,0.3764706
