r,g,b
0.03137255,0.5137255,0.36862746
0.003921569,0.5176471,0.3647059
0.0,0.52156866,0.36862746
0.0,0.52156866,0.36862746
0.0,0.52156866,0.36078432
0.0,0.5176471,0.36078432
0.0,0.5176471,0.35686275
0.0,0.5019608,0.34509805
0.003921569,0.49019608,0.34509805
0.003921569,0.48235294,0.34117648
0.003921569,0.47058824,0.32941177
0.011764706,0.46666667,0.32941177
0.003921569,0.4509804,0.32156864
0.003921569,0.44313726,0.3137255
0.0,0.44313726,0.3137255
0.0,0.43529412,0.30980393
0.003921569,0.43137255,0.30980393
0.003921569,0.43529412,0.30588236
0.011764706,0.44313726,0.3137255
0.007843138,0.45490196,0.3254902
0.003921569,0.4627451,0.32941177
0.0,0.47058824,0.32941177
0.0,0.47843137,0.3372549
0.003921569,0.4862745,0.34117648
0.0,0.48235294,0.3372549
0.003921569,0.4862745,0.34117648
0.0,0.4862745,0.34509805
0.007843138,0.49411765,0.3529412
0.0,0.49411765,0.34901962
0.007843138,0.5019608,0.35686275
0.0,0.3019608,0.15294118
0.22745098,0.24313726,0.23921569
0.039215688,0.50980395,0.36862746
0.003921569,0.5176471,0.36078432
0.003921569,0.5176471,0.3647059
0.0,0.52156866,0.36078432
0.003921569,0.5176471,0.3647059
0.0,0.5176471,0.3647059
0.007843138,0.49803922,0.3529412
0.003921569,0.47843137,0.32941177
0.003921569,0.4627451,0.32156864
0.007843138,0.45882353,0.32941177
0.0,0.45882353,0.3254902
0.007843138,0.4509804,0.33333334
0.0,0.4509804,0.31764707
0.003921569,0.44705883,0.32941177
0.0,0.44313726,0.30980393
0.007843138,0.43529412,0.3137255
0.003921569,0.43529412,0.30588236
0.007843138,0.41960785,0.3019608
0.003921569,0.4117647,0.2901961
0.019607844,0.41568628,0.30588236
0.011764706,0.43529412,0.30980393
0.019607844,0.4627451,0.33333334
0.007843138,0.4745098,0.32941177
0.011764706,0.48235294,0.3372549
0.007843138,0.48235294,0.34117648
0.0,0.49019608,0.34509805
0.003921569,0.4862745,0.34509805
0.003921569,0.49019608,0.34901962
0.007843138,0.49019608,0.34901962
0.015686275,0.5019608,0.36078432
0.0,0.3137255,0.1764706
0.22745098,0.2509804,0.23529412
0.03137255,0.5137255,0.36862746
0.003921569,0.5176471,0.3647059
0.0,0.5137255,0.36078432
0.0,0.52156866,0.36862746
0.0,0.52156866,0.36078432
0.007843138,0.49803922,0.34901962
0.0,0.47058824,0.32941177
0.0,0.45882353,0.3254902
0.0,0.4627451,0.32941177
0.0,0.45490196,0.3254902
0.007843138,0.4509804,0.32941177
0.03529412,0.4392157,0.33333334
0.078431375,0.3647059,0.28627452
0.11764706,0.32156864,0.24313726
0.14901961,0.29411766,0.22352941
0.13725491,0.2784314,0.20784314
0.12156863,0.27450982,0.20392157
0.09803922,0.30588236,0.23529412
0.07058824,0.32941177,0.25882354
0.050980393,0.3647059,0.27450982
0.03137255,0.37254903,0.27450982
0.03137255,0.39215687,0.2901961
0.03137255,0.42352942,0.3019608
0.023529412,0.45490196,0.32156864
0.015686275,0.46666667,0.33333334
0.007843138,0.47843137,0.34117648
0.003921569,0.4862745,0.34509805
0.007843138,0.49019608,0.34901962
0.0,0.4862745,0.34509805
0.011764706,0.49803922,0.35686275
0.0,0.3137255,0.1764706
0.23921569,0.25882354,0.24313726
0.043137256,0.5137255,0.3764706
0.003921569,0.5176471,0.36078432
0.0,0.5176471,0.3647059
0.0,0.52156866,0.36078432
0.011764706,0.49411765,0.3529412
0.0,0.47058824,0.32941177
0.0,0.4627451,0.33333334
0.003921569,0.45882353,0.33333334
0.050980393,0.42352942,0.32156864
0.22352941,0.4509804,0.3882353
0.4509804,0.5176471,0.48235294
0.64705884,0.61960787,0.6117647
0.69411767,0.6784314,0.6666667
0.6901961,0.67058825,0.65882355
0.68235296,0.6627451,0.64705884
0.64705884,0.627451,0.6156863
0.49411765,0.49019608,0.4745098
0.2509804,0.2509804,0.24313726
0.16862746,0.19215687,0.1764706
0.12941177,0.20392157,0.18039216
0.09019608,0.25882354,0.20392157
0.06666667,0.30980393,0.23921569
0.050980393,0.3529412,0.2627451
0.050980393,0.4,0.29803923
0.039215688,0.43137255,0.31764707
0.023529412,0.45490196,0.32941177
0.023529412,0.47058824,0.34117648
0.011764706,0.47843137,0.3372549
0.007843138,0.49019608,0.34901962
0.011764706,0.49803922,0.35686275
0.0,0.31764707,0.18039216
0.24705882,0.25490198,0.23529412
0.039215688,0.50980395,0.36862746
0.003921569,0.5176471,0.3647059
0.0,0.52156866,0.36862746
0.007843138,0.49411765,0.3529412
0.0,0.46666667,0.32941177
0.0,0.4745098,0.34117648
0.07450981,0.39607844,0.30980393
0.40392157,0.53333336,0.49411765
0.7529412,0.7607843,0.7490196
0.8627451,0.8509804,0.8392157
0.84705883,0.83137256,0.81960785
0.8392157,0.8156863,0.8039216
0.8392157,0.81960785,0.80784315
0.84313726,0.8117647,0.8039216
0.83137256,0.8039216,0.7921569
0.83137256,0.8,0.7921569
0.8352941,0.8039216,0.79607844
0.8156863,0.7882353,0.78039217
0.6745098,0.64705884,0.6392157
0.44313726,0.44313726,0.42352942
0.16470589,0.21176471,0.18039216
0.07058824,0.17254902,0.12941177
0.08627451,0.2509804,0.20392157
0.06666667,0.30980393,0.24705882
0.05490196,0.36862746,0.2784314
0.043137256,0.4117647,0.3019608
0.023529412,0.4392157,0.3137255
0.02745098,0.45882353,0.32941177
0.015686275,0.48235294,0.34117648
0.011764706,0.49411765,0.3529412
0.0,0.31764707,0.18039216
0.2509804,0.25882354,0.24705882
0.043137256,0.5058824,0.37254903
0.0,0.5176471,0.3647059
0.003921569,0.49803922,0.3529412
0.0,0.47058824,0.32941177
0.0,0.4392157,0.30980393
0.3137255,0.4862745,0.42745098
0.7411765,0.7882353,0.7647059
0.8392157,0.8352941,0.8235294
0.84705883,0.827451,0.8156863
0.8352941,0.8156863,0.8039216
0.8392157,0.81960785,0.8039216
0.84705883,0.81960785,0.80784315
0.827451,0.80784315,0.79607844
0.8352941,0.8039216,0.79607844
0.83137256,0.80784315,0.79607844
0.83137256,0.8,0.7921569
0.8235294,0.8039216,0.7921569
0.83137256,0.8,0.7921569
0.83137256,0.8,0.7882353
0.80784315,0.78431374,0.77254903
0.64705884,0.64705884,0.62352943
0.31764707,0.34117648,0.3137255
0.07058824,0.15686275,0.12156863
0.08235294,0.21568628,0.1764706
0.08235294,0.28235295,0.22745098
0.078431375,0.3647059,0.2784314
0.043137256,0.39215687,0.28235295
0.03137255,0.43137255,0.30588236
0.02745098,0.45882353,0.32941177
0.03529412,0.49411765,0.35686275
0.0,0.31764707,0.19215687
0.23921569,0.25490198,0.23529412
0.039215688,0.5058824,0.36862746
0.003921569,0.5137255,0.36078432
0.0,0.47843137,0.3372549
0.015686275,0.42745098,0.3137255
0.4862745,0.62352943,0.57254905
0.8352941,0.8509804,0.83137256
0.8627451,0.84313726,0.83137256
0.85490197,0.827451,0.81960785
0.8509804,0.8235294,0.8156863
0.8392157,0.81960785,0.80784315
0.83137256,0.8117647,0.8
0.827451,0.8039216,0.7921569
0.827451,0.8,0.7921569
0.827451,0.8039216,0.7921569
0.827451,0.8,0.7921569
0.827451,0.79607844,0.7882353
0.8235294,0.79607844,0.7882353
0.827451,0.79607844,0.7882353
0.827451,0.79607844,0.7882353
0.8352941,0.8039216,0.7921569
0.81960785,0.79607844,0.78431374
0.7529412,0.7372549,0.72156864
0.40392157,0.4117647,0.39215687
0.101960786,0.15686275,0.1254902
0.08235294,0.19607843,0.15686275
0.09411765,0.28235295,0.22745098
0.078431375,0.35686275,0.27058825
0.043137256,0.3882353,0.28235295
0.02745098,0.42352942,0.30980393
0.047058824,0.4745098,0.34509805
0.0,0.3137255,0.19607843
0.23921569,0.25882354,0.23921569
0.03529412,0.5019608,0.3647059
0.0,0.49411765,0.34509805
0.015686275,0.44705883,0.32156864
0.5254902,0.6745098,0.627451
0.85882354,0.84705883,0.8392157
0.85490197,0.827451,0.81960785
0.8509804,0.83137256,0.8235294
0.84313726,0.81960785,0.8117647
0.8392157,0.8117647,0.8039216
0.827451,0.8039216,0.79607844
0.827451,0.80784315,0.79607844
0.8235294,0.79607844,0.7921569
0.827451,0.8039216,0.79607844
0.8235294,0.79607844,0.7921569
0.8235294,0.8,0.7921569
0.827451,0.79607844,0.7882353
0.827451,0.8039216,0.7921569
0.827451,0.79607844,0.7882353
0.81960785,0.79607844,0.78039217
0.8235294,0.7921569,0.78431374
0.81960785,0.79607844,0.78431374
0.827451,0.79607844,0.7882353
0.7764706,0.7529412,0.7411765
0.42352942,0.43137255,0.4117647
0.09803922,0.14901961,0.1254902
0.09411765,0.19607843,0.16078432
0.11372549,0.29803923,0.24313726
0.05882353,0.34901962,0.2627451
0.047058824,0.39215687,0.2901961
0.05490196,0.44313726,0.32941177
0.0,0.29803923,0.19215687
0.24313726,0.25490198,0.24313726
0.03529412,0.49803922,0.36862746
0.0,0.4627451,0.3254902
0.40784314,0.63529414,0.56078434
0.88235295,0.8509804,0.84313726
0.85490197,0.8352941,0.827451
0.85490197,0.8352941,0.8235294
0.84705883,0.8235294,0.8156863
0.8352941,0.8156863,0.80784315
0.83137256,0.80784315,0.8039216
0.83137256,0.8,0.8
0.827451,0.8039216,0.79607844
0.83137256,0.8,0.8
0.8235294,0.79607844,0.7921569
0.8235294,0.79607844,0.7921569
0.8235294,0.8,0.7882353
0.83137256,0.8,0.7921569
0.827451,0.8039216,0.7921569
0.827451,0.79607844,0.7882353
0.8235294,0.8,0.78431374
0.827451,0.79607844,0.7882353
0.81960785,0.79607844,0.78039217
0.827451,0.79607844,0.7882353
0.83137256,0.8,0.7921569
0.75686276,0.7372549,0.7294118
0.3529412,0.35686275,0.34117648
0.07450981,0.12156863,0.09411765
0.11372549,0.21960784,0.18431373
0.08627451,0.31764707,0.24705882
0.0627451,0.35686275,0.27058825
0.0627451,0.4117647,0.30980393
0.0,0.27450982,0.1764706
0.24313726,0.25490198,0.24705882
0.02745098,0.47843137,0.36078432
0.1882353,0.5372549,0.4392157
0.8784314,0.87058824,0.85490197
0.8627451,0.8352941,0.827451
0.85882354,0.8352941,0.827451
0.84313726,0.8235294,0.8117647
0.8352941,0.8156863,0.8039216
0.8352941,0.8117647,0.80784315
0.83137256,0.80784315,0.8039216
0.83137256,0.80784315,0.8
0.8235294,0.8039216,0.8
0.8235294,0.8039216,0.79607844
0.827451,0.79607844,0.79607844
0.8235294,0.8,0.7921569
0.827451,0.8,0.7921569
0.83137256,0.79607844,0.7921569
0.83137256,0.8039216,0.79607844
0.827451,0.79607844,0.7882353
0.81960785,0.7921569,0.78431374
0.827451,0.79607844,0.7882353
0.81960785,0.7921569,0.78431374
0.8235294,0.7921569,0.78431374
0.827451,0.79607844,0.7882353
0.83137256,0.8,0.7921569
0.68235296,0.6666667,0.6509804
0.20784314,0.21568628,0.19215687
0.09803922,0.15294118,0.12941177
0.12941177,0.2784314,0.23137255
0.07058824,0.32156864,0.24705882
0.078431375,0.3764706,0.2901961
0.0,0.2627451,0.16862746
0.23529412,0.2509804,0.24313726
0.050980393,0.47058824,0.36862746
0.72156864,0.83137256,0.7921569
0.8666667,0.8392157,0.83137256
0.8666667,0.84705883,0.8392157
0.84313726,0.81960785,0.81960785
0.84705883,0.8235294,0.8156863
0.8392157,0.8156863,0.8117647
0.8352941,0.8156863,0.80784315
0.83137256,0.80784315,0.8039216
0.8352941,0.80784315,0.80784315
0.8392157,0.81960785,0.80784315
0.827451,0.8039216,0.8039216
0.83137256,0.8117647,0.8
0.8352941,0.8,0.8039216
0.827451,0.8039216,0.79607844
0.8352941,0.8,0.8039216
0.81960785,0.79607844,0.7882353
0.8235294,0.79607844,0.7882353
0.8156863,0.79607844,0.78039217
0.8235294,0.7921569,0.78431374
0.81960785,0.79607844,0.7882353
0.8235294,0.7921569,0.78431374
0.81960785,0.7882353,0.7764706
0.827451,0.79607844,0.7882353
0.8117647,0.78431374,0.77254903
0.5019608,0.49019608,0.4745098
0.08627451,0.101960786,0.08627451
0.14509805,0.22745098,0.2
0.08235294,0.29411766,0.23529412
0.09019608,0.34901962,0.27058825
0.003921569,0.24313726,0.16078432
0.23137255,0.24705882,0.23529412
0.28235295,0.6313726,0.5529412
0.8745098,0.84313726,0.8352941
0.85882354,0.8392157,0.827451
0.85882354,0.8352941,0.8352941
0.85490197,0.8352941,0.8235294
0.8352941,0.8117647,0.8117647
0.8392157,0.8156863,0.80784315
0.83137256,0.8117647,0.80784315
0.8392157,0.8156863,0.8156863
0.8392157,0.8156863,0.8156863
0.8392157,0.8156863,0.8156863
0.8352941,0.8117647,0.8117647
0.8352941,0.8117647,0.8117647
0.83137256,0.80784315,0.80784315
0.8392157,0.8156863,0.8156863
0.8235294,0.8,0.8
0.81960785,0.79607844,0.79607844
0.8156863,0.79607844,0.78431374
0.8235294,0.7921569,0.78431374
0.81960785,0.7882353,0.78039217
0.8235294,0.7921569,0.78431374
0.8235294,0.7921569,0.78431374
0.8235294,0.7921569,0.78431374
0.8235294,0.7921569,0.78431374
