r,g,b
0.003921569,0.7411765,0.654902
0.003921569,0.7411765,0.6627451
0.0,0.74509805,0.654902
0.0,0.74509805,0.6666667
0.0,0.7490196,0.6666667
0.0,0.7490196,0.6666667
0.0,0.7529412,0.67058825
0.0,0.75686276,0.6784314
0.0,0.75686276,0.6784314
0.0,0.75686276,0.67058825
0.0,0.7529412,0.67058825
0.0,0.7529412,0.67058825
0.0,0.7529412,0.67058825
0.0,0.7529412,0.67058825
0.0,0.7529412,0.67058825
0.0,0.7529412,0.67058825
0.0,0.7490196,0.6666667
0.0,0.7490196,0.6666667
0.0,0.74509805,0.6666667
0.0,0.7490196,0.6666667
0.0,0.74509805,0.6666667
0.0,0.74509805,0.654902
0.003921569,0.7411765,0.65882355
0.0,0.72156864,0.6431373
0.0,0.6784314,0.6039216
0.007843138,0.6313726,0.56078434
0.0,0.42745098,0.36862746
0.003921569,0.1882353,0.16078432
0.039215688,0.1254902,0.1254902
0.039215688,0.09803922,0.10980392
0.050980393,0.10980392,0.12156863
0.039215688,0.09803922,0.10980392
0.003921569,0.7411765,0.6627451
0.0,0.74509805,0.654902
0.0,0.74509805,0.6666667
0.0,0.7490196,0.65882355
0.0,0.74509805,0.6666667
0.0,0.7490196,0.65882355
0.003921569,0.75686276,0.67058825
0.0,0.7607843,0.6745098
0.0,0.7607843,0.6784314
0.003921569,0.75686276,0.6784314
0.0,0.75686276,0.67058825
0.0,0.7529412,0.67058825
0.0,0.7529412,0.67058825
0.003921569,0.7490196,0.67058825
0.0,0.7529412,0.67058825
0.0,0.7529412,0.6784314
0.0,0.7490196,0.6666667
0.0,0.74509805,0.6666667
0.0,0.7490196,0.6666667
0.0,0.74509805,0.6666667
0.0,0.74509805,0.654902
0.0,0.7411765,0.6627451
0.0,0.74509805,0.65882355
0.0,0.7176471,0.6313726
0.0,0.6784314,0.6
0.007843138,0.6392157,0.5647059
0.0,0.44705883,0.3882353
0.003921569,0.19607843,0.16078432
0.043137256,0.12156863,0.1254902
0.043137256,0.105882354,0.105882354
0.047058824,0.105882354,0.11764706
0.043137256,0.105882354,0.105882354
0.0,0.74509805,0.654902
0.0,0.7411765,0.6627451
0.0,0.74509805,0.654902
0.0,0.74509805,0.6666667
0.0,0.74509805,0.6666667
0.0,0.74509805,0.6666667
0.0,0.7529412,0.67058825
0.0,0.7529412,0.67058825
0.003921569,0.75686276,0.6745098
0.0,0.7607843,0.6784314
0.003921569,0.75686276,0.6784314
0.003921569,0.75686276,0.6745098
0.0,0.7529412,0.67058825
0.0,0.7529412,0.67058825
0.0,0.7529412,0.67058825
0.0,0.7529412,0.67058825
0.0,0.7529412,0.67058825
0.0,0.7490196,0.6666667
0.0,0.74509805,0.6666667
0.0,0.7490196,0.6666667
0.0,0.7411765,0.6627451
0.0,0.7411765,0.6627451
0.003921569,0.7411765,0.6627451
0.0,0.7137255,0.63529414
0.0,0.68235296,0.6039216
0.003921569,0.6313726,0.5568628
0.0,0.44705883,0.38431373
0.003921569,0.19607843,0.16470589
0.043137256,0.12941177,0.12941177
0.043137256,0.09803922,0.10980392
0.050980393,0.10980392,0.12156863
0.043137256,0.101960786,0.11372549
0.003921569,0.7411765,0.6627451
0.0,0.7490196,0.65882355
0.0,0.74509805,0.6666667
0.0,0.74509805,0.654902
0.0,0.74509805,0.6666667
0.0,0.7490196,0.65882355
0.0,0.7490196,0.6666667
0.0,0.7529412,0.67058825
0.0,0.7529412,0.67058825
0.003921569,0.75686276,0.6745098
0.0,0.7607843,0.6745098
0.003921569,0.75686276,0.68235296
0.0,0.75686276,0.67058825
0.0,0.7529412,0.6784314
0.0,0.75686276,0.67058825
0.0,0.7529412,0.6784314
0.0,0.7529412,0.6627451
0.0,0.74509805,0.6666667
0.0,0.7490196,0.65882355
0.0,0.74509805,0.6666667
0.0,0.7490196,0.65882355
0.0,0.7411765,0.6627451
0.0,0.7411765,0.654902
0.0,0.7254902,0.6392157
0.0,0.6862745,0.60784316
0.003921569,0.6392157,0.5568628
0.0,0.44705883,0.38039216
0.003921569,0.2,0.16078432
0.039215688,0.1254902,0.1254902
0.039215688,0.101960786,0.101960786
0.05490196,0.10980392,0.12156863
0.043137256,0.105882354,0.105882354
0.0,0.74509805,0.654902
0.0,0.7411765,0.6627451
0.0,0.74509805,0.654902
0.0,0.74509805,0.6666667
0.0,0.7490196,0.6666667
0.0,0.74509805,0.6666667
0.0,0.7529412,0.67058825
0.0,0.7529412,0.67058825
0.0,0.7529412,0.67058825
0.003921569,0.75686276,0.6784314
0.0,0.75686276,0.68235296
0.0,0.7607843,0.6745098
0.003921569,0.75686276,0.6745098
0.003921569,0.75686276,0.6745098
0.003921569,0.75686276,0.6745098
0.0,0.7529412,0.67058825
0.0,0.7529412,0.67058825
0.0,0.7529412,0.67058825
0.0,0.74509805,0.6666667
0.0,0.74509805,0.6666667
0.0,0.74509805,0.6666667
0.0,0.74509805,0.65882355
0.003921569,0.7411765,0.65882355
0.0,0.72156864,0.6431373
0.0,0.6862745,0.60784316
0.003921569,0.63529414,0.56078434
0.0,0.4392157,0.3764706
0.003921569,0.1882353,0.16078432
0.039215688,0.1254902,0.11764706
0.047058824,0.101960786,0.11372549
0.050980393,0.10980392,0.12156863
0.043137256,0.101960786,0.11372549
0.003921569,0.7411765,0.6627451
0.0,0.74509805,0.65882355
0.003921569,0.7411765,0.6627451
0.0,0.7490196,0.6627451
0.0,0.74509805,0.6666667
0.0,0.7490196,0.65882355
0.0,0.74509805,0.6627451
0.0,0.7490196,0.6666667
0.0,0.7529412,0.6666667
0.0,0.7529412,0.67058825
0.0,0.7607843,0.6745098
0.003921569,0.75686276,0.68235296
0.0,0.7607843,0.6745098
0.0,0.7529412,0.6784314
0.0,0.75686276,0.67058825
0.0,0.7529412,0.6784314
0.0,0.75686276,0.67058825
0.003921569,0.7490196,0.67058825
0.0,0.7490196,0.6627451
0.0,0.74509805,0.6666667
0.0,0.7490196,0.65882355
0.0,0.7411765,0.6627451
0.0,0.74509805,0.65882355
0.0,0.72156864,0.6392157
0.0,0.6862745,0.60784316
0.007843138,0.63529414,0.56078434
0.0,0.4509804,0.3882353
0.003921569,0.2,0.16862746
0.047058824,0.1254902,0.12941177
0.043137256,0.101960786,0.11372549
0.05490196,0.10980392,0.12156863
0.043137256,0.101960786,0.11372549
0.0,0.74509805,0.65882355
0.003921569,0.74509805,0.6627451
0.003921569,0.74509805,0.65882355
0.0,0.74509805,0.6627451
0.0,0.7490196,0.6627451
0.0,0.74509805,0.6627451
0.0,0.7490196,0.6666667
0.0,0.7529412,0.6666667
0.0,0.7529412,0.6666667
0.003921569,0.75686276,0.6745098
0.0,0.7607843,0.6745098
0.0,0.7607843,0.6784314
0.0,0.75686276,0.6784314
0.0,0.75686276,0.6745098
0.0,0.7529412,0.6745098
0.0,0.7529412,0.6745098
0.003921569,0.75686276,0.6745098
0.0,0.7529412,0.6666667
0.0,0.7490196,0.6666667
0.0,0.7490196,0.6627451
0.0,0.74509805,0.6627451
0.0,0.74509805,0.65882355
0.0,0.7411765,0.654902
0.0,0.72156864,0.6392157
0.0,0.6862745,0.60784316
0.007843138,0.6313726,0.5568628
0.0,0.44705883,0.3882353
0.003921569,0.19607843,0.16470589
0.039215688,0.1254902,0.1254902
0.043137256,0.101960786,0.11372549
0.05490196,0.11372549,0.1254902
0.043137256,0.101960786,0.11372549
0.003921569,0.7411765,0.65882355
0.003921569,0.74509805,0.65882355
0.003921569,0.74509805,0.6627451
0.0,0.74509805,0.65882355
0.0,0.74509805,0.6627451
0.0,0.7490196,0.6627451
0.0,0.7490196,0.6666667
0.0,0.7490196,0.6666667
0.0,0.7490196,0.6666667
0.003921569,0.7529412,0.67058825
0.003921569,0.75686276,0.67058825
0.003921569,0.75686276,0.6784314
0.0,0.7607843,0.6784314
0.0,0.7529412,0.6745098
0.0,0.75686276,0.6745098
0.003921569,0.75686276,0.6784314
0.0,0.75686276,0.67058825
0.0,0.75686276,0.67058825
0.0,0.7490196,0.6627451
0.0,0.7490196,0.6666667
0.0,0.7490196,0.6627451
0.0,0.74509805,0.6627451
0.0,0.74509805,0.654902
0.0,0.7254902,0.6392157
0.0,0.6862745,0.60784316
