r,g,b
0.29803923,0.46666667,0.5019608
0.31764707,0.4509804,0.49803922
0.31764707,0.44313726,0.4862745
0.31764707,0.4509804,0.49019608
0.3137255,0.45882353,0.49411765
0.3254902,0.45490196,0.5019608
0.3137255,0.45490196,0.49803922
0.31764707,0.4509804,0.49803922
0.32156864,0.44705883,0.49411765
0.32156864,0.44705883,0.49411765
0.32156864,0.4392157,0.49411765
0.31764707,0.4392157,0.48235294
0.33333334,0.44313726,0.49019608
0.31764707,0.4392157,0.48235294
0.32156864,0.43137255,0.47843137
0.32156864,0.43137255,0.47843137
0.3254902,0.42745098,0.47843137
0.32941177,0.43137255,0.48235294
0.3254902,0.42745098,0.47843137
0.3254902,0.42745098,0.47843137
0.3254902,0.42745098,0.47843137
0.3254902,0.42745098,0.47843137
0.3254902,0.42745098,0.47843137
0.32156864,0.42352942,0.4745098
0.32156864,0.42352942,0.4745098
0.3254902,0.42352942,0.4745098
0.32941177,0.42352942,0.4745098
0.32941177,0.42352942,0.4745098
0.32941177,0.42352942,0.4745098
0.32941177,0.42352942,0.4745098
0.33333334,0.41960785,0.4745098
0.32941177,0.41568628,0.47058824
0.23529412,0.7137255,0.6666667
0.24313726,0.56078434,0.54509807
0.3137255,0.5254902,0.5372549
0.22745098,0.7058824,0.654902
0.21960784,0.6666667,0.627451
0.21176471,0.6666667,0.62352943
0.19607843,0.6431373,0.6039216
0.18039216,0.6313726,0.58431375
0.18039216,0.6313726,0.58431375
0.1764706,0.62352943,0.5803922
0.15686275,0.60784316,0.5568628
0.13725491,0.5764706,0.5372549
0.17254902,0.62352943,0.57254905
0.15686275,0.59607846,0.5568628
0.14509805,0.58431375,0.5372549
0.14509805,0.5764706,0.5411765
0.13725491,0.5686275,0.5254902
0.15686275,0.5803922,0.54901963
0.16470589,0.5921569,0.54901963
0.16862746,0.58431375,0.5529412
0.17254902,0.5882353,0.5568628
0.1764706,0.5921569,0.56078434
0.17254902,0.57254905,0.54901963
0.18039216,0.5764706,0.5568628
0.1882353,0.58431375,0.56078434
